ID,Chromosome,Duplication Status,Ka,Ks,Ka/Ks,dSM, Expression Level,Tissue Specificity,Gene Length,Intron Number,Average Intron Length,5' UTR Length,3' UTR Length,Fop,GC Content,Multifunctionality,Recombination rate,Chromosome position
AT4G03080,4,Recent WGDs,0.0057,0.1075,0.0533,0.081,363.9407649,0.106516194,5821,20,129.3,309,280,0.396,47.31670446,NA,4.7,NA
AT4G03090,4,Singletons,0.0231,0.1091,0.2122,0.105,34.60546045,0.219758524,4934,14,121.5,278,213,0.378,42.52370532,3,4.69,NA
AT4G03110,4,Recent WGDs,0.0141,0.1318,0.1071,0.017,548.7077485,0.288070559,3115,8,167.25,145,306,0.387,43.9668175,1,4.67,NA
AT4G03115,4,Non WGDs,0.048,0.2022,0.2376,NA,101.0053212,0.188859165,3048,8,146.875,NA,928,0.412,46.24338624,1,4.66,NA
AT4G03140,4,Non WGDs,0.0249,0.1214,0.2054,0.256,72.87276435,0.214868131,1722,3,146.6666667,70,180,0.386,44.18604651,1,4.65,NA
AT4G03150,4,Singletons,0.0361,0.1833,0.197,NA,192.7384749,0.20479937,961,1,241,45,117,0.376,44.08602151,1,4.64,NA
AT4G03180,4,Singletons,0.0588,0.093,0.6326,NA,269.8093733,0.130536859,1821,1,817,172,274,0.365,40.86021505,1,4.63,NA
AT4G03190,4,Non WGDs,0.0177,0.1263,0.1402,0.281,256.7387032,0.245658349,2253,2,96,82,221,0.371,45.67690557,7,4.62,NA
AT4G03200,4,Singletons,0.0188,0.1733,0.1084,0.489,520.7534078,0.302722164,4598,14,129.5714286,137,190,0.397,44.36304436,NA,4.62,NA
AT4G03210,4,Non WGDs,0.012,0.2577,0.0467,0.092,2954.757501,0.234504183,1379,3,102,70,130,0.454,42.03894616,2,4.61,NA
AT4G03230,4,Non WGDs,0.0205,0.1403,0.1459,0.047,17.55543586,0.366258428,3527,6,84.33333333,NA,NA,0.417,42.13836478,3,4.6,NA
AT4G03240,4,Singletons,0.0135,0.1645,0.0822,0.022,170.0749863,0.198954787,1328,4,127.5,14,240,0.398,42.0212766,3,4.59,NA
AT4G03290,4,Non WGDs,0.0199,0.1164,0.1711,0.255,380.7380677,0.67711554,866,NA,NA,179,222,0.407,42.79569892,2,4.55,NA
AT4G03330,4,Non WGDs,0.0198,0.1637,0.121,0.076,15.54912305,0.375242782,1415,1,163,189,145,0.392,45.31590414,3,4.41,NA
AT4G03340,4,Recent WGDs,0.0274,0.0963,0.2843,0.082,27.67993397,0.366437838,2354,3,84.66666667,615,138,0.387,42.9844098,1,4.4,NA
AT4G03390,4,Early WGDs,0.0102,0.0998,0.1019,0.024,472.0286763,0.127356275,4639,16,86.8125,472,447,0.388,44.22994423,4,4.26,NA
AT4G03400,4,Non WGDs,0.0164,0.1204,0.1362,0.04,204.4825348,0.345994935,2330,3,93,136,139,0.42,44.87612613,2,4.22,NA
AT4G03415,4,Non WGDs,0.0259,0.1475,0.1753,0.068,101.0053212,0.188859165,2793,5,212.2,244,81,0.395,45.34470505,NA,4.19,NA
AT4G03420,4,Recent WGDs,0.0094,0.1376,0.0686,0.21,101.0053212,0.188859165,2192,4,109,387,436,0.354,43.6227224,1,4.14,NA
AT4G03510,4,Early WGDs,0.0219,0.182,0.1202,0.165,379.0803661,0.252674135,2309,2,338.5,190,692,0.397,43.73333333,4,3.88,NA
AT4G03520,4,Recent WGDs,0.0406,0.1521,0.2667,0.565,3926.5555,0.087571323,1834,1,910,137,226,0.447,48.12834225,2,3.85,NA
AT4G03550,4,Non WGDs,0.0098,0.0714,0.1373,0.076,262.0718366,0.126209231,6349,4,128.5,165,327,0.437,46.34100692,7,3.78,NA
AT4G03600,4,Recent WGDs,0.0384,0.1203,0.319,0.572,17.8194303,0.199706998,807,NA,NA,200,118,0.358,42.53578732,1,3.63,NA
AT4G03610,4,Non WGDs,0.0476,0.2632,0.1808,0.292,33.29254982,0.553270861,1879,8,120.875,NA,NA,0.351,43.53070175,1,3.62,NA
AT4G03620,4,Singletons,0.0216,0.0898,0.2407,NA,82.1670172,0.673594281,1626,2,298.5,NA,NA,0.376,42.27405248,1,3.61,NA
AT4G03820,4,Recent WGDs,0.0355,0.1861,0.1909,0.684,44.06237515,0.299419555,2536,3,285.3333333,42,276,0.454,44.05286344,1,2.75,NA
AT4G03960,4,Non WGDs,0.0137,0.1552,0.0884,0.92,139.9001717,0.234561169,1684,4,182.75,145,211,0.332,43.2160804,2,2.2,NA
AT4G03965,4,Non WGDs,0.0452,0.1207,0.3743,0.187,101.0053212,0.188859165,940,NA,NA,103,207,0.317,49.04761905,1,2.2,NA
AT4G04020,4,Recent WGDs,0.029,0.1995,0.1455,0.275,2035.439805,0.268480074,1807,2,214.5,17,404,0.411,47.3354232,6,2.01,NA
AT4G04040,4,Non WGDs,0.0223,0.1462,0.1528,0.626,717.7884106,0.141176338,3705,15,120.4,NA,189,0.399,41.52046784,4,1.97,NA
AT4G04080,4,Recent WGDs,0.1083,0.2955,0.3663,0.621,16.90436675,0.665986896,1066,2,203.5,28,115,0.389,43.60465116,2,1.87,NA
AT4G04200,4,Non WGDs,0.0302,0.1049,0.2878,0.685,101.0053212,0.188859165,1814,4,282.25,NA,112,0.457,43.10645724,3,1.6,NA
AT4G04210,4,Recent WGDs,0.0311,0.2065,0.1505,0.394,642.1859304,0.118510685,1535,3,122.6666667,72,183,0.443,46.82017544,1,1.59,NA
AT4G04220,4,Non WGDs,0.0652,0.1113,0.5862,0.379,33.69734382,0.35489403,2520,1,84,NA,NA,0.404,41.50246305,2,1.58,NA
AT4G04320,4,Singletons,0.0221,0.1786,0.1236,0.582,331.0906703,0.128186978,3290,14,100.2857143,161,168,0.361,41.61849711,2,1.26,NA
AT4G04370,4,Non WGDs,0.0359,0.146,0.246,0.748,9.689520504,0.207708821,2190,NA,NA,NA,NA,0.369,41.36986301,1,1.19,NA
AT4G04460,4,Early WGDs,0.0189,0.1322,0.1427,0.222,1283.495201,0.481567407,3324,12,134.3333333,57,128,0.455,44.79371316,3,0.86,NA
AT4G04470,4,Non WGDs,0.02,0.2224,0.0901,NA,469.7464511,0.167130989,1620,6,115.1666667,54,302,0.328,43.80453752,1,0.85,NA
AT4G04490,4,Non WGDs,0.0321,0.1471,0.2182,0.169,55.99208384,0.571348738,2682,6,117.5,NA,NA,0.364,42.99443601,3,0.84,NA
AT4G04500,4,Non WGDs,0.0375,0.1176,0.3186,0.414,76.23062734,0.58270638,2455,5,83.2,NA,98,0.39,42.29778465,3,0.81,NA
AT4G04510,4,Non WGDs,0.0377,0.1276,0.2953,0.096,10.18180944,0.486622335,2809,6,98,NA,274,0.401,44.27324088,3,0.8,NA
AT4G04540,4,Non WGDs,0.0282,0.1627,0.1731,0.107,200.9876888,0.389246153,2559,6,96.5,NA,NA,0.4,42.12121212,3,0.74,NA
AT4G04570,4,Non WGDs,0.0459,0.1805,0.2542,0.682,101.0053212,0.188859165,2797,6,118,86,38,0.41,42.64631043,3,0.64,NA
AT4G04614,4,Singletons,0.0443,0.1918,0.2308,0.024,101.0053212,0.188859165,1221,2,166,94,264,0.382,41.99623352,1,0.53,NA
AT4G04630,4,Recent WGDs,0.0175,0.1432,0.1223,0.604,79.674556,0.306259501,1124,NA,NA,131,486,0.373,41.617357,1,0.51,NA
AT4G04640,4,Non WGDs,0.0098,0.1352,0.0721,0.097,5758.229122,0.136903742,1521,NA,NA,136,263,0.415,43.85026738,4,0.46,NA
AT4G04695,4,Non WGDs,0.054,0.1695,0.3185,1,101.0053212,0.188859165,2363,7,129.7142857,NA,NA,0.448,41.92439863,4,0.36,NA
AT4G04720,4,Non WGDs,0.0092,0.2079,0.0441,0.159,101.0053212,0.188859165,3302,7,174.1428571,128,359,0.437,41.85463659,3,0.33,NA
AT4G04770,4,Non WGDs,0.0088,0.2066,0.0424,0.518,1565.908042,0.13006,2052,1,114,65,199,0.453,42.29390681,3,0.23,NA
AT4G04790,4,Recent WGDs,0.0306,0.1237,0.247,NA,34.98447348,0.195630114,4497,15,124.8,59,100,0.373,39.5782644,1,0.21,NA
AT4G04920,4,Singletons,0.0168,0.0969,0.1737,0.154,113.2226768,0.128889626,7605,15,215.2666667,NA,539,0.396,46.36434715,4,0.04,NA
AT4G04960,4,Non WGDs,0.0203,0.2124,0.0957,0.07,160.2193286,0.227360996,2331,NA,NA,40,230,0.359,42.06695779,3,-0.04,NA
AT4G04970,4,Non WGDs,0.0085,0.1064,0.0798,0.011,170.0567226,0.116073897,6093,3,88.66666667,NA,520,0.374,43.41435839,3,-0.05,NA
AT4G05010,4,Early WGDs,0.1135,0.2022,0.561,0.143,101.0053212,0.188859165,689,2,97,NA,NA,0.25,39.5959596,1,-0.12,NA
AT4G05020,4,Recent WGDs,0.0063,0.1243,0.0504,0.293,369.998735,0.288111489,3975,9,191.3333333,131,373,0.428,43.9679817,NA,-0.13,NA
AT4G05090,4,Non WGDs,0.0265,0.1447,0.1833,0.53,119.5641545,0.168029247,2621,8,148.75,102,135,0.344,42.04355109,2,-0.21,NA
AT4G05100,4,Recent WGDs,0.0348,0.1704,0.2043,0.219,21.42377146,0.481207722,1434,2,129.5,103,97,0.388,41.12820513,6,-0.23,NA
AT4G05160,4,Non WGDs,0.0167,0.2043,0.0815,0.679,688.0227058,0.143167429,2323,5,92.4,66,160,0.44,42.81345566,4,-0.33,NA
AT4G05180,4,Recent WGDs,0.0295,0.1907,0.1548,0.315,9089.708211,0.145622615,1422,2,192.5,73,271,0.454,46.75324675,3,-0.34,NA
AT4G05190,4,Recent WGDs,0.0216,0.1812,0.119,0.278,168.825174,0.309022965,5114,17,116.5882353,237,522,0.373,42.26717236,2,-0.35,NA
AT4G05220,4,Early WGDs,0.0208,0.1129,0.1841,0.616,101.0053212,0.188859165,681,NA,NA,NA,NA,0.419,46.989721,1,-0.37,NA
AT4G05330,4,Recent WGDs,0.0092,0.0692,0.1329,0.019,410.3546768,0.426802472,2565,8,155.375,100,211,0.332,40.35608309,2,-0.43,NA
AT4G05390,4,Non WGDs,0.0301,0.2129,0.1413,0.38,357.9009389,0.185143597,1941,4,127,172,124,0.434,43.88742304,1,-0.46,NA
AT4G05400,4,Recent WGDs,0.0228,0.1987,0.1149,0.163,195.145187,0.21740823,1764,1,720,70,221,0.383,46.34794157,1,-0.47,NA
AT4G05410,4,Recent WGDs,0.0467,0.1661,0.2813,0.002,127.7277384,0.249320149,2696,6,129.6666667,106,297,0.382,44.15841584,1,-0.47,NA
AT4G05420,4,Recent WGDs,0.0037,0.0843,0.0441,0.059,412.2236284,0.092906784,6823,18,172.7222222,167,280,0.395,42.822161,5,-0.48,NA
AT4G05450,4,Recent WGDs,0.0176,0.1111,0.1587,0.054,161.4330463,0.123034967,2260,7,156.2857143,294,278,0.354,43.26599327,1,-0.5,NA
AT4G05460,4,Non WGDs,0.0753,0.1854,0.4061,0.702,239.2865771,0.117753425,1565,1,386,45,225,0.457,44.88448845,3,-0.5,NA
AT4G05490,4,Non WGDs,0.1104,0.1597,0.6911,1,7.700364285,0.376829993,1209,1,285,NA,NA,0.443,44.80519481,3,-0.52,NA
AT4G05497,4,Non WGDs,0.1053,0.1325,0.795,1,101.0053212,0.188859165,899,1,158,NA,NA,0.424,46.82860999,1,-0.53,NA
AT4G05520,4,Non WGDs,0.01,0.1513,0.0662,0.164,216.4177788,0.302450301,3412,15,111.4,7,93,0.376,42.1694089,3,-0.57,NA
AT4G05530,4,Non WGDs,0.0056,0.1364,0.041,0.606,545.2562761,0.12675705,1974,5,169.6,70,291,0.476,47.05882353,NA,-0.59,NA
AT4G05540,4,Non WGDs,0.0682,0.178,0.3834,0.671,101.0053212,0.188859165,2290,3,73.33333333,NA,NA,0.363,41.78743961,1,-0.59,NA
AT4G05590,4,Non WGDs,0.0374,0.1434,0.2607,0.23,242.4981847,0.375814345,1447,3,227,65,260,0.356,39.22902494,1,-0.71,NA
AT4G05630,4,Non WGDs,0.0626,0.1669,0.3751,0.423,14.02269673,0.337368723,375,NA,NA,NA,NA,0.287,33.6,1,-0.79,NA
AT4G06744,4,Non WGDs,0.0218,0.2228,0.0977,0.35,101.0053212,0.188859165,1493,NA,NA,221,57,0.455,45.67901235,1,0.14,NA
AT4G06746,4,Non WGDs,0.036,0.2537,0.1419,0.233,101.0053212,0.188859165,584,NA,NA,NA,131,0.317,47.90286976,3,0.15,NA
AT4G07390,4,Non WGDs,0.0057,0.1748,0.0328,0.632,385.8993487,0.101705697,1892,7,122.8571429,70,254,0.404,43.22033898,NA,0.5,NA
AT4G07960,4,Non WGDs,0.0114,0.2177,0.0522,0.152,200.3507261,0.56635657,3307,5,137,235,287,0.427,42.23809524,1,2.62,NA
AT4G08040,4,Non WGDs,0.0124,0.1864,0.0666,0.014,30.49436489,0.494082033,1828,3,148.3333333,NA,NA,0.437,43.09472162,2,2.88,NA
AT4G08170,4,Non WGDs,0.0264,0.203,0.1302,0.062,169.2104268,0.231441875,3781,9,248,179,308,0.338,45.19774011,1,3.72,0.005352495
AT4G08180,4,Non WGDs,0.0088,0.1861,0.0474,0.194,155.2500144,0.319395814,4179,9,132.1111111,243,302,0.362,43.35378323,3,3.74,0.005811307
AT4G08210,4,Non WGDs,0.0453,0.2256,0.2009,0.371,8.804929626,0.268944697,2061,NA,NA,NA,NA,0.349,39.64095099,1,3.78,0.006797085
AT4G08230,4,Singletons,0.009,0.2416,0.0371,0.6,36.30356621,0.198429939,1857,3,395.3333333,67,262,0.495,51.16959064,1,3.79,0.007091162
AT4G08240,4,Singletons,0.0379,0.1363,0.2779,1,175.0445993,0.25444821,1255,2,316.5,42,169,0.403,47.44525547,1,3.81,0.007567318
AT4G08280,4,Singletons,0.0296,0.2933,0.1009,0.782,504.1230682,0.110734857,1871,3,360,19,391,0.395,45.40682415,1,3.91,0.010201298
AT4G08290,4,Early WGDs,0.013,0.1516,0.086,0.002,194.806563,0.486577036,2129,6,103.1666667,182,173,0.297,42.42424242,NA,3.94,0.010883511
AT4G08300,4,Non WGDs,0.0236,0.1488,0.1588,0.249,132.0576096,0.50541341,3452,6,334.6666667,133,189,0.401,45.27629234,NA,3.96,0.011373751
AT4G08310,4,Non WGDs,0.0356,0.1205,0.2956,0.826,458.4605012,0.128330033,3287,8,197.25,11,183,0.418,42.50825083,1,3.97,0.01167057
AT4G08350,4,Non WGDs,0.0194,0.1444,0.1347,0.438,276.3559799,0.119658902,6011,21,125.3333333,122,167,0.396,44.88673139,4,4.08,0.014533029
AT4G08480,4,Non WGDs,0.0937,0.2354,0.398,0.684,41.58632699,0.305839958,3856,8,127.25,NA,516,0.39,43.79844961,3,4.38,0.021994724
AT4G08500,4,Non WGDs,0.0318,0.2432,0.1307,0.233,135.6384863,0.160337781,3549,8,132.375,239,424,0.388,45.86754242,4,4.42,0.023164879
AT4G08510,4,Non WGDs,0.0445,0.1108,0.4012,0.084,101.0053212,0.188859165,3158,4,84.5,727,437,0.417,45.53140097,NA,4.44,0.023635735
AT4G08520,4,Non WGDs,0.0078,0.0965,0.081,0.587,101.0053212,0.188859165,3183,6,390,62,235,0.4,42.30769231,2,4.46,0.024159885
AT4G08540,4,Early WGDs,0.0282,0.204,0.1384,0.634,101.0053212,0.188859165,2880,10,114.5,115,198,0.41,42.82700422,1,4.51,0.025342271
AT4G08570,4,Non WGDs,0.0215,0.1473,0.1462,0.216,101.0053212,0.188859165,1491,1,400,95,543,0.401,47.68211921,1,4.57,0.026862205
AT4G08685,4,Non WGDs,0.0148,0.1859,0.0797,0.431,1343.245067,0.182438642,942,1,217,134,111,0.523,49.375,1,5.01,0.033930574
AT4G08690,4,Early WGDs,0.022,0.2632,0.0837,0.034,93.79617961,0.263497653,1837,5,119.8,126,206,0.346,42.16335541,1,5.01,0.034019965
AT4G08700,4,Non WGDs,0.0257,0.1694,0.1515,0.832,92.39621993,0.102283802,1606,1,203,172,145,0.429,41.25230203,1,5.08,0.035096579
AT4G08840,4,Early WGDs,0.0654,0.1699,0.3848,0.283,7.117761839,0.389220836,2482,4,202.75,NA,NA,0.366,40.21543986,1,5.35,0.039980923
AT4G08870,4,Non WGDs,0.0066,0.1012,0.0656,0.411,1322.804588,0.232923724,2289,5,201,34,215,0.41,47.0531401,2,5.41,0.041102751
AT4G08900,4,Non WGDs,0.0053,0.1438,0.0368,0.289,101.0053212,0.188859165,2000,5,130.6,152,166,0.42,45.48104956,4,5.61,0.045302917
AT4G08920,4,Non WGDs,0.0052,0.1381,0.0375,0.066,333.128065,0.183351647,3151,3,200,157,348,0.412,45.65004888,8,5.68,0.046877478
AT4G08930,4,Recent WGDs,0.0719,0.2302,0.3125,0.252,309.714834,0.176308758,1659,3,108.6666667,319,126,0.343,43.58108108,1,5.69,0.047213619
AT4G08940,4,Non WGDs,0.044,0.21,0.2098,0.786,58.09817929,0.172947511,1399,NA,NA,22,189,0.379,42.25589226,1,5.7,0.047321985
AT4G08950,4,Recent WGDs,0.0193,0.1452,0.1328,0.025,2164.195604,0.261085114,1228,NA,NA,81,202,0.489,45.82010582,1,5.73,0.048009128
AT4G08960,4,Singletons,0.0125,0.1556,0.0805,0.137,197.2128732,0.091661012,1997,1,490,37,291,0.375,43.85072095,1,5.75,0.048476834
AT4G08980,4,Non WGDs,0.0158,0.1981,0.0796,0.212,694.375509,0.112601905,2196,2,329.5,133,450,0.391,43.92033543,3,5.78,0.049395236
AT4G08990,4,Non WGDs,0.0825,0.2635,0.313,0.077,21.45676664,0.235367528,5716,10,117.7,NA,NA,0.38,42.0136594,3,5.81,0.04999473
AT4G09000,4,Recent WGDs,0.0165,0.112,0.1471,0.367,6658.644683,0.044105585,2272,3,322.3333333,177,324,0.516,45.27363184,1,5.83,0.050634657
AT4G09012,4,Non WGDs,0.0143,0.2228,0.0642,0.698,101.0053212,0.188859165,1717,2,719,NA,NA,0.418,42.29390681,1,5.85,0.051009415
AT4G09020,4,Non WGDs,0.0234,0.1437,0.163,0.314,290.5487482,0.183159571,4929,23,106.3478261,25,163,0.396,43.66013072,2,5.88,0.051390474
AT4G09060,4,Non WGDs,0.0242,0.1337,0.1812,0.486,101.0053212,0.188859165,2670,4,361.75,77,120,0.389,42.10526316,NA,5.93,0.05232055
AT4G09180,4,Recent WGDs,0.0122,0.1484,0.082,0.709,101.0053212,0.188859165,2324,4,299.75,112,224,0.413,47.78200253,3,6.15,0.055988783
AT4G09190,4,Non WGDs,0.0701,0.1471,0.4765,1,101.0053212,0.188859165,1152,NA,NA,NA,NA,0.37,37.58680556,1,6.18,0.056525793
AT4G09340,4,Non WGDs,0.0445,0.1531,0.2907,0.289,101.0053212,0.188859165,3034,9,137.6666667,38,413,0.429,41.29464286,NA,6.42,0.061755394
AT4G09450,4,Non WGDs,0.1808,0.1624,1.1132,0.611,101.0053212,0.188859165,1255,1,621,NA,31,0.376,47.09784411,3,6.58,0.066023493
AT4G09460,4,Recent WGDs,0.0455,0.1825,0.2493,0.402,294.2477194,0.331847248,1293,1,309,53,220,0.401,42.47538678,6,6.6,0.066738023
AT4G09550,4,Non WGDs,0.0003,0.2527,0.001,0.367,312.2974998,0.159937115,1098,2,299,100,184,0.391,47.68518519,NA,6.69,0.070168735
AT4G09570,4,Recent WGDs,0.0149,0.1659,0.09,0.082,258.9825635,0.147589468,2819,6,186.5,43,151,0.407,41.63346614,4,6.71,0.070988407
AT4G09580,4,Early WGDs,0.0065,0.1854,0.0353,0.8,129.0131809,0.139714744,2046,3,243,84,369,0.383,43.98148148,1,6.71,0.071184458
AT4G09630,4,Recent WGDs,0.0146,0.1063,0.137,0.238,108.2439367,0.114108192,4422,6,301.1666667,147,332,0.399,42.79026217,1,6.75,0.073579618
AT4G09640,4,Recent WGDs,0.0146,0.1333,0.1098,0.181,158.3424978,0.105461242,2676,8,126.375,284,220,0.352,42.8079242,1,6.76,0.073852941
AT4G09670,4,Recent WGDs,0.0138,0.1997,0.0692,0.852,542.018261,0.095902932,1973,1,579,73,232,0.445,45.73002755,1,6.78,0.07523879
AT4G09680,4,Singletons,0.0625,0.1286,0.486,0.57,122.5308747,0.11617789,6543,15,158.2666667,57,287,0.369,42.03921569,1,6.78,0.076106196
AT4G09720,4,Early WGDs,0.0085,0.1394,0.0609,0.378,901.1836521,0.131141564,2267,6,206.3333333,184,224,0.36,42.83413849,3,6.77,0.077152198
AT4G09750,4,Non WGDs,0.0152,0.1605,0.0946,0.458,101.0053212,0.188859165,2125,9,106.6666667,80,116,0.405,42.41486068,1,6.76,0.078167958
AT4G09760,4,Early WGDs,0.0177,0.1962,0.0903,0.063,435.0114637,0.284303933,2642,6,210.1666667,143,197,0.381,41.49855908,NA,6.76,0.078339809
AT4G09770,4,Non WGDs,0.0495,0.1627,0.3039,0.358,101.0053212,0.188859165,1532,4,108,46,160,0.415,39.59731544,1,6.76,0.078721089
AT4G09830,4,Non WGDs,0.012,0.1525,0.079,0.091,1190.819704,0.151862887,2087,2,575,99,262,0.429,47.74305556,1,6.77,0.081280651
AT4G09870,4,Non WGDs,0.1994,0.2985,0.6679,0.816,101.0053212,0.188859165,1127,1,113,NA,NA,0.384,40.03944773,1,6.79,0.082090317
AT4G09900,4,Recent WGDs,0.0156,0.2125,0.0736,0.443,122.8251599,0.260267806,2471,4,277,210,103,0.404,43.33333333,NA,6.85,0.083735331
AT4G09950,4,Non WGDs,0.0182,0.1496,0.1213,0.217,80.41816807,0.518296715,1551,4,135,NA,NA,0.413,39.66369931,1,6.89,0.084676043
AT4G09960,4,Early WGDs,0.0039,0.1532,0.0252,1,208.59319,0.624895139,4209,7,430.1428571,187,240,0.401,40.59662776,4,6.9,0.084903337
AT4G09970,4,Singletons,0.074,0.2247,0.3294,NA,96.50255375,0.183627223,1786,5,161.4,55,171,0.409,41.96547145,NA,6.93,0.08551217
AT4G10020,4,Non WGDs,0.0074,0.2142,0.0345,0.192,397.0062709,0.764937598,2146,5,129.4,74,255,0.369,47.69230769,1,7.04,0.087176456
AT4G10040,4,Early WGDs,0.0001,0.1279,0.001,0.362,959.4718681,0.235841198,1512,2,430,85,228,0.463,46.31268437,NA,7.06,0.087799892
AT4G10060,4,Recent WGDs,0.047,0.1823,0.2578,0.126,863.7385984,0.210445322,6576,19,186.4210526,121,144,0.436,43.37305887,2,7.07,0.088883844
AT4G10090,4,Singletons,0.0133,0.2041,0.0653,0.542,157.0344319,0.163594435,2151,4,260.75,87,232,0.399,41.95183777,1,7.09,0.089926251
AT4G10100,4,Singletons,0.0154,0.1591,0.0969,0.775,893.4181426,0.071979714,864,1,268,140,165,0.362,45.01718213,4,7.09,0.090138646
AT4G10120,4,Non WGDs,0.0139,0.1426,0.0973,0.025,680.9449798,0.323425559,5148,14,120.7857143,153,151,0.379,44.68759911,2,7.1,0.09074444
AT4G10140,4,Recent WGDs,0.0211,0.1867,0.113,0.617,262.6525552,0.166609203,2208,4,333,81,243,0.393,44.20289855,3,7.11,0.091194394
AT4G10180,4,Singletons,0.0277,0.1989,0.1391,0.438,257.0238983,0.079047535,2814,9,108,80,130,0.399,41.72794118,3,7.13,0.093000363
AT4G10190,4,Non WGDs,0.1102,0.1991,0.5532,0.712,101.0053212,0.188859165,1104,NA,NA,NA,NA,0.394,39.49275362,NA,7.14,0.093269795
AT4G10260,4,Non WGDs,0.0028,0.2886,0.0096,NA,36.50702675,0.663310269,1394,4,77.5,NA,109,0.45,43.69230769,3,7.17,0.094800292
AT4G10270,4,Non WGDs,0.0052,0.2498,0.0208,0.136,481.2173898,0.465342573,477,NA,NA,71,133,0.435,47.25274725,1,7.17,0.095008795
AT4G10310,4,Singletons,0.0352,0.1745,0.2019,0.058,52.16548284,0.691956138,3894,2,1069.5,24,210,0.436,42.80078895,3,7.2,0.096409431
AT4G10340,4,Non WGDs,0.0017,0.1219,0.0137,0.002,8828.787854,0.114744673,1662,5,90.8,184,181,0.434,47.33096085,3,7.22,0.097522031
AT4G10350,4,Non WGDs,0.017,0.1257,0.1352,0.007,6.341983259,0.391369137,1574,2,258.5,NA,31,0.412,45.90643275,4,7.23,0.098056447
AT4G10360,4,Non WGDs,0.0324,0.1208,0.2681,0.132,210.4250031,0.160312146,1845,8,94.375,98,191,0.402,40.32459426,1,7.24,0.098451922
AT4G10380,4,Non WGDs,0.0115,0.1423,0.0809,0.002,123.6454747,0.488641463,3587,3,688.6666667,312,294,0.412,52.02185792,2,7.26,0.099313695
AT4G10390,4,Recent WGDs,0.0252,0.2673,0.0943,0.167,56.988157,0.32684503,1763,1,184,274,276,0.373,43.34305151,1,7.28,0.100020443
AT4G10440,4,Recent WGDs,0.009,0.1699,0.0531,0.11,58.23791963,0.733027134,2205,4,75.75,NA,NA,0.368,41.95583596,NA,7.31,0.101375012
AT4G10465,4,Non WGDs,0.0258,0.17,0.152,0.197,101.0053212,0.188859165,1888,2,502,35,297,0.421,44.20289855,1,7.34,0.102377838
AT4G10490,4,Non WGDs,0.038,0.2733,0.1391,0.397,24.72589088,0.639507924,1494,2,116.5,33,181,0.469,44.1260745,1,7.36,0.103132395
AT4G10500,4,Non WGDs,0.0308,0.2078,0.1482,0.035,125.4720743,0.566178698,1460,2,102,72,134,0.421,46.38095238,1,7.38,0.10366429
AT4G10510,4,Non WGDs,0.0322,0.2262,0.1423,0.172,13.91814137,0.572296275,3056,9,84.22222222,NA,NA,0.406,45.5613577,4,7.39,0.104091748
AT4G10530,4,Non WGDs,0.0496,0.2287,0.2167,0.13,101.0053212,0.188859165,3071,9,91.88888889,NA,NA,0.395,44.56327986,4,7.42,0.10502957
AT4G10540,4,Non WGDs,0.0422,0.2138,0.1974,0.074,6.58279201,0.30609639,3229,9,100.1111111,NA,NA,0.415,45.01718213,4,7.43,0.105325611
AT4G10550,4,Recent WGDs,0.0443,0.1724,0.2568,0.172,18.28273307,0.245352336,3186,9,90.88888889,NA,31,0.408,44.41591784,4,7.44,0.105626618
AT4G10610,4,Recent WGDs,0.015,0.1488,0.1009,0.069,1062.284591,0.075566174,2251,8,99.625,99,344,0.456,47.97230465,1,7.53,0.108595145
AT4G10640,4,Non WGDs,0.0518,0.1982,0.2614,0.539,17.71993633,0.35226636,2529,4,260.5,100,115,0.375,44.96855346,1,7.57,0.109700741
AT4G10730,4,Recent WGDs,0.023,0.1076,0.2133,0.084,17.05329204,0.234127024,5466,20,142.9,97,375,0.378,42.2752809,3,7.68,0.112601409
AT4G10740,4,Non WGDs,0.1695,0.2543,0.6665,NA,101.0053212,0.188859165,1284,NA,NA,NA,NA,0.392,38.78504673,1,7.7,0.113008707
AT4G10770,4,Non WGDs,0.0066,0.1462,0.045,0.483,241.8518683,0.204680842,4196,8,196.375,82,242,0.382,44.06779661,1,7.73,0.113957239
AT4G10840,4,Non WGDs,0.0053,0.2121,0.0251,0.473,1433.001921,0.181728882,2750,3,196.6666667,98,232,0.427,47.54098361,NA,7.82,0.115976455
AT4G10850,4,Non WGDs,0.024,0.1328,0.1807,0.193,106.826286,0.635097972,1984,4,218.5,70,263,0.437,41.44144144,NA,7.88,0.117315793
AT4G10930,4,Singletons,0.0383,0.0926,0.4138,NA,85.97841709,0.14662385,3700,6,119,NA,31,0.415,42.80879865,NA,7.98,0.119622378
AT4G10950,4,Non WGDs,0.0069,0.1558,0.0446,NA,6.462243574,0.619891847,2127,4,202,NA,116,0.417,46.05153782,1,8,0.120029675
AT4G10970,4,Recent WGDs,0.0466,0.1432,0.3253,0.38,722.137288,0.088868955,2686,6,294.3333333,65,201,0.41,45.56574924,1,8.03,0.120644476
AT4G11010,4,Recent WGDs,0.0058,0.1474,0.0395,NA,2761.981217,0.098230034,1782,6,133.6666667,63,200,0.452,44.07252441,1,8.08,0.121588598
AT4G11070,4,Recent WGDs,0.0885,0.1769,0.5005,0.06,101.0053212,0.188859165,1492,2,259.5,NA,31,0.401,44.9044586,3,8.18,0.123552371
